655 - Local Param 04,BIB 008 MARC,MMS Id,Lifecycle,Lifecycle2
 Advertisements United States Boston 19th century. rbmscv,720403s1852####mau###########000#f#eng##,991004607289703851,In Repository,Active
 Advertisements United States Boston 19th century. rbmscv,750520s1871####maua##########000#1#eng##,991019241377403851,In Repository,None
 Advertisements United States Boston 20th century. rbmscv,750731s1921####mau###########000#0#eng##,991005274359703851,In Repository,Active
 Advertisements United States New York 19th century. rbgenr,760216s1871####nyuaf#########000#1#eng##,991019241179203851,In Repository,Active
 Advertisements United States New York 19th century. rbgenr,761112s1880####nyu###########000#1#eng##,991009822529703851,In Repository,Active
 Advertisements United States New York 19th century. rbgenr,760224s1860####nyua##########000#0#eng##,991005218709703851,In Repository,Active
 Advertisements United States New York 19th century. rbgenr,790606s1891####nyu###########000#1#eng##,991009358639703851,In Repository,Active
 Advertisements United States New York 19th century. rbgenr,790606s1891####nyu###########000#1#eng##,991009358639703851,In Repository,None
 Advertisements United States New York 19th century. rbmscv,860806s1806####nyuaf#########000#0#eng##,991005743429703851,In Repository,Active
 Advertisements United States New York 19th century. rbmscv,760216s1871####nyuaf#########000#1#eng##,991019241179203851,In Repository,Active
 Advertisements United States New York 19th century. rbmscv,790606s1891####nyu###########000#1#eng##,991009358639703851,In Repository,Active
 Advertisements United States New York 19th century. rbmscv,790606s1891####nyu###########000#1#eng##,991009358639703851,In Repository,None
 Advertisements United States New York 20th century. rbgenr,731106s1903####nyu######b####000#0#eng##,991003631259703851,In Repository,Active
 Advertisements United States Pasadena 20th century. rbgenr,711105t19201920cau####e######000#1#eng##,991009375009703851,In Repository,Active
 Advertisements United States Pasadena 20th century. rbmscv,711105t19201920cau####e######000#1#eng##,991009375009703851,In Repository,Active
 Advertisements. rbgenr,880516s1787####maua####b#####000#0#eng#d,991006071549703851,In Repository,Deleted
 Advertisements. rbgenr,880516s1792####maua####b#####000#0#eng#d,991006071599703851,In Repository,Deleted
 Advertisements. rbgenr,810814t19691958nyuachj##b####001#0aeng#d,991012797859703851,In Repository,Active
 Advertisements. rbgenr,730108s1962####ctua#####b####001#0beng##,991005702879703851,In Repository,Active
 Advertisements. rbgenr,760821r19771976nyu######b####001#0#eng##,991009140109703851,In Repository,Active
 Advertisements. rbgenr,760821r19771976nyu######b####001#0#eng##,991009140109703851,In Repository,Deleted
 Advertisements. rbgenr,820922m18691974enka#####d####000#0#eng#d,991005974909703851,In Repository,Active
 Advertisements. rbgenr,801201s1901####enk###########000#1#eng#d,991003283959703851,In Repository,Active
 Advertisements. rbgenr,730109s1864####maua##########000#0#eng##,991005117879703851,In Repository,Active
 Advertisements. rbgenr,980303s1922####xnaef#########000#0#eng#d,991002749779703851,In Repository,Active
 Advertisements. rbgenr,780705r19781947nyua#####b####001#0#eng##,991010515789703851,In Repository,Active
 Advertisements. rbgenr,780705r19781947nyua#####b####001#0#eng##,991010515789703851,In Repository,Deleted
 Advertisements. rbgenr,820210s1782####enkabf########000#0#eng#d,991019004582203851,In Repository,Active
 Advertisements. rbgenr,981116s1912####enkacfh##b####000#0beng#d,991012047739703851,In Repository,Active
 Advertisements. rbgenr,900302s1783####enkaf#########000#0#eng#d,991010600659703851,In Repository,Active
 Advertisements. rbmscv,720530r19711863nyua#####b####001#0#eng##,991005898059703851,In Repository,Active
 Advertisements. rbmscv,730208s1952####nyu###########001#0#eng##,991005290949703851,In Repository,Active
 Advertisements. rbmscv,810815s1964####flu###########000#0#eng##,991006345389703851,In Repository,Active
 Advertisements. rbmscv,880601s1881####nyuab#########000#0#eng##,991005783889703851,In Repository,Active
 Advertisements. rbmscv,820626s1857####fr#a#####b####000#0#fre##,991010406059703851,In Repository,Active
 Advertisements. rbmscv,810814t19691958nyuachj##b####001#0aeng#d,991012797859703851,In Repository,Active
 Advertisements. rbmscv,730108s1962####ctua#####b####001#0beng##,991005702879703851,In Repository,Active
 Advertisements. rbmscv,760821r19771976nyu######b####001#0#eng##,991009140109703851,In Repository,Active
 Advertisements. rbmscv,760821r19771976nyu######b####001#0#eng##,991009140109703851,In Repository,Deleted
 Advertisements. rbmscv,780705r19781947nyua#####b####001#0#eng##,991010515789703851,In Repository,Active
 Advertisements. rbmscv,780705r19781947nyua#####b####001#0#eng##,991010515789703851,In Repository,Deleted
 Advertisemnets New York (State) 20th century. rbmscv,780406t19351935nyuabcfg######000#0deng##,991003567349703851,In Repository,Active
 Advertisemnts United States New York 20th century. rbmscv,740211s1914####nyu###########000#0#eng#d,991005179519703851,In Repository,Active
 Advertisments (Publishing) rbpub,890815s1856####nyuc##########000#0#eng#d,991018125647403851,In Repository,Active
 Advertisments Germany Munich 20th century. rbgenr,800715s1933####gw############000#1#ger##,991005624339703851,In Repository,Active
 Allegories. rbgenr,050411s2004####miu096############vlger#d,991014509679703851,In Repository,Active
 Almanacs England London 17th century Manuscripts Facsimiles. rbgenr,070116t20072007dcuah####b####001#0#eng#d,991001993239703851,In Repository,Active
 Almanacs Massachusetts 1770. rbgenr,940621s1770####maua####b#####000#0#eng#d,991007193289703851,In Repository,Deleted
 Almanacs Massachusetts 1773. rbgenr,820713s1772####mauc####b#####000#0#eng#d,991007186989703851,In Repository,Deleted
 Almanacs Massachusetts 1777. rbgenr,940621s1776####mauac###b#####000#0#eng#d,991006549589703851,In Repository,Deleted
 Almanacs Massachusetts 1777. rbgenr,940621s1776####mauac###b#####000#0#eng#d,991007258979703851,In Repository,Deleted
 Almanacs Massachusetts 1781. rbgenr,831117s1780####mauacf##b#####000#0#eng#d,991007206519703851,In Repository,Deleted
 Almanacs Massachusetts 1791. rbgenr,840420s1790####mauac###b#####000#0#eng#d,991006188619703851,In Repository,Deleted
 Almanacs Massachusetts 1796. rbgenr,840509s1795####mau#####b#####001#0#eng#d,991007201019703851,In Repository,Deleted
 Almanacs Massachusetts 19th century. rbgenr,790323c18489999nhuar#########0###a0eng#c,991018954582303851,In Repository,Active
 Almanacs New Hampshire 1788. rbgenr,821025s1787####nhu#####b#####000#0#eng#d,991006375549703851,In Repository,Deleted
 Almanacs New York (State) 1759. rbgenr,840606s1758####nyuab###b#####000#0#eng#d,991006888469703851,In Repository,Deleted
 Almanacs New York (State) 1759. rbgenr,840530s1758####nyuabcf#b#####000#0#eng#d,991007194709703851,In Repository,Deleted
 Almanacs Pennsylvania 1687. rbgenr,811221s1686####pau#####b#####000#0#eng#d,991007184359703851,In Repository,Deleted
 Almanacs Pennsylvania 1793. rbgenr,840712s1792####pau#####bs####000#0#eng#d,991007203769703851,In Repository,Deleted
 Almanacs Pennsylvania 1795. rbgenr,840620s1794####paua####b#####000#0#eng#d,991006174309703851,In Repository,Deleted
 Almanacs. rbgenr,910812s1992####njua#####b####001#0#eng##,991003223359703851,In Repository,Active
 Almanacs. rbgenr,001208s1729####mau###########000#0#eng#d,991000015979703851,In Repository,Active
 Alphabet books 1785. rbmscv,810320s1785####pau####jb#####000#0#eng#d,991006884249703851,In Repository,Deleted
 Alphabet books 1788. rbmscv,810320s1788####pau####jb#####000#0#eng#d,991006542989703851,In Repository,Deleted
 Alphabet books 1944. rbgenr,740613s1944####maua##########000#0#eng##,991005272979703851,In Repository,Active
 Alphabet books 1972. rbgenr,730116s1972####nyua###j######000#0#eng##,991012518309703851,In Repository,Active
 Alphabet books 1973. rbgenr,730314s1973####nyua###j######000#p#eng##,991011742309703851,In Repository,Active
 Alphabet books 1974. rbgenr,740628t19741974nyuab##j#d####000#0#eng##,991011563299703851,In Repository,Active
 Alphabet books 1989. rbgenr,890203t19891989nyua###j######000#1#eng##,991005344439703851,In Repository,Active
 Alphabet books 1990. rbgenr,890905s1990####nyua###j######000#0#eng##,991005437299703851,In Repository,Active
 Alphabet books 1995. rbgenr,950322s1995####nyua###j######000#0#eng##,991005594509703851,In Repository,Active
 Alphabet books 2008. rbgenr,080227t20082008nyua##########000#0#eng##,991011440319703851,In Repository,Active
 Alphabet books Massachusetts Boston 2004. rbgenr,090218t20042004maua##########000#0#eng##,991017655748203851,In Repository,Active
 Alphabet books New York (State) New York 1974. rbgenr,730625s1974####nyua###j######000#0#eng##,991007487539703851,In Repository,Active
 Alphabet books. rbgenr,050930t20042002maua##########000#0#eng#d,991017656049003851,In Repository,Active
 Alphabet books. rbgenr,160813s1969####maua##########000#0#eng#d,991011191119703851,In Repository,Active
 Alphabet books. rbmscv,080227t20082008nyua##########000#0#eng##,991011440319703851,In Repository,Active
 Alphabet rhymes 1973. rbgenr,730314s1973####nyua###j######000#p#eng##,991011742309703851,In Repository,Active
 Alphabet rhymes Massachusetts Boston 1987. rbgenr,870616s1987####maua###j######000#0#eng##,991001606319703851,In Repository,Active
 Alphabets (Primers) 1787. rbgenr,940621s1787####maua###jb#####000#0#eng#d,991006495479703851,In Repository,Deleted
 Alphabets (Primers) 1800. rbgenr,940621s1800####maua###jb#####000#0#eng#d,991006483419703851,In Repository,Deleted
 Alum tawed thongs (Binding) rbbin,221115s1450####it######r#####001#0#lat#d,991018893079903851,In Repository,Active
 Anatomical atlases rbgenr,820221s1949####nyua#####b####000#0#eng##,991005789119703851,In Repository,Active
 Anatomical atlases. rbgenr,830818s1903####gw#af#########000#0#ger#d,991011934569703851,In Repository,Active
 Anatomical atlases. rbgenr,760916s1975####enka#####b####001#0#eng##,991007018559703851,In Repository,Active
 Anatomical atlases. rbgenr,840915s1725####ne#ac#########000#0#lat##,991013155289703851,In Repository,Active
 Annotations (Provenance) 17th century. rbprov MMeT,181019s1676####enkab#########001#0#eng#d,991017398647003851,In Repository,Active
 Annotations (Provenance) 17th century. rbprov MMeT,980108s1588####gw#######b####001#0#lat#d,991017261148203851,In Repository,Active
 Annotations (Provenance) 18th century. rbprov MMeT,001208s1729####mau###########000#0#eng#d,991000015979703851,In Repository,Active
 Annotations (Provenance) rbprov,790207s1794####mau###########000#0#eng##,991012028939703851,In Repository,Active
 Annotations (Provenance) rbprov,190815q14401499it######r#####000#0#lat#d,991017763848503851,In Repository,Active
 Annotations (Provenance) rbprov,170607s1398####it#a####r#####000#0#lat#d,991010322809703851,In Repository,Active
 Annotations (Provenance) rbprov,170607q12401260fr######r#####000#0#lat#d,991001598459703851,In Repository,Active
 Annotations (Provenance) rbprov,170607q14501475gw#a##########000#0#lat#d,991000102739703851,In Repository,Active
 Annotations (Provenance) rbprov,950605s1584####it#a##########001#0#ita#d,991009680839703851,In Repository,Active
 Annotations (Provenance) rbprov,120928q14001450fr#p##########000#0#lat#d,991015177449703851,In Repository,Active
 Annotations (Provenance) rbprov,210430q15631735it######r#####000#0#ita#d,991018215343603851,In Repository,Active
 Annotations (Provenance) rbprov,170811q15501575it#a####r#####000#0#heb#d,991017236340203851,In Repository,Active
 Annotations (Provenance) rbprov,170811q15501575it#a####r#####000#0#heb#d,991017236340203851,In Repository,Deleted
 Annotations (Provenance) rbprov MMeT,891110s1540####it#abce#######001#0#lat#d,991018895180003851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,880322s1647####it#c##########001#0cita#d,991001574199703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,951009s1543####fr############001#0#lat#d,991005783249703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,050113m15491550fr#a##########001#0#lat#d,991005644479703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,870423s155u####sz############001#0#lat#d,991003199279703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,810223m15191522fr############001#0#lat#d,991000416329703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,980402s1585####gw#a##########000#0#lat#d,991017567649303851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,800226s1568####sz############000#d#lat#d,991018616871303851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,780428s1860####nyua##########001#0#eng#d,991012159789703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,780428s1860####nyua##########001#0#eng#d,991012159789703851,In Repository,Deleted
 Annotations (Provenance) rbprov MMeT,920313s1556####sz############001#0#grc#d,991017819742803851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,850826s1664####enk###########000#0#eng#d,991018884569103851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,870309s1656####enkaf#########000#0#eng#d,991001457449703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,830128s1754####stkcf#########001#0#eng##,991011046189703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,891006r15851574gw#f##########000#0#ger#d,991017299043403851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,771117s1657####enkbcf########000#0#eng##,991003103679703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,130128s1654####enk###########001#0#eng#d,991015616099703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,870917s1712####enk###########000#0#eng#d,991002175889703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,850816s1671####enkacf########000#0#eng#d,991001840449703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,000710s1687####enkac#########001#0#eng#d,991000082579703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,101202s1617####enkab#########000#0#eng#d,991011923269703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,190621s1585####it############000#0#lat#d,991017712947403851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,801208s1549####enk###########001#0beng#d,991017819742903851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,890725s1810####sp#f##########000#0dspa#d,991017819839303851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,980824s1558####sz############001#0#lat#d,991017473947503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,221207s1572####gw############001#0#lat#d,991018732237303851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,870416s1476####it#######f####000#0#lat#d,991017232649203851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,820928s1768####ne############001#0dlat#d,991001875049703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,110830s1731####it############000#0#ita#d,991009521409703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,190201q18231824xxua##########000#0#eng#d,991001573439703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,010223s1658####sz#a#####bg###001#0#lat#d,991017261148503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,830215s1562####it#######b####000#0#lat##,991017232649103851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,960327s1676####sz#ac####b####001#0#lat#d,991017497628903851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,780503s1482####it#a##########000#0#lat#d,991017567849203851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,010720s1728####it#a##########001#0#lat#d,991017860743903851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,840915s1787####enk###########000#0#eng##,991017914647503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,890503s1519####sz############000#0blat#d,991017819842203851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,750530s1640####enk###########000#0#eng##,991018326248403851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,750530s1640####enk###########000#0#eng##,991018326248403851,In Repository,Deleted
 Annotations (Provenance) rbprov MMeT,980609s1553####fr#ac#########001#0dlat##,991017298944403851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,891116s1750####it#abf########001#0#ita#d,991017470349503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,850729s1591####it#f##########001#0#ita#d,991017567748303851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,910312s1490####it#a##########000#0#lat##,991017567649403851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,821130s1664####it############000#0#ita#d,991017261148103851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,051004s1569####it#a##########001#0#ita#d,991017398647303851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,060823s1586####fr#######b####001#0#lat#d,991017398947103851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,881207s1600####it#af#########000#0#lat#d,991009684109703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,841212s1569####it#aef########000#0#ita#d,991017318945503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,940718s1529####it############000#0#ita#d,991017914447403851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,820421s1540####it#a##########000#0#ita#d,991000172139703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,960927s1571####it#a##########000#0#ita#d,991003971159703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,870113s1683####be#ac####b####001#0#lat#d,991017298944503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,900821s1515####it############000#0#grc#d,991018616974003851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,840503s1606####fr############000#f#spa#d,991017062359703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,980310s1652####ne############000#0#lat##,991001946769703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,830608s1606####enk###########000#0#eng##,991006958849703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,070813s1730####it############000#0#arm#d,991017860743603851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,970412e151309##it############000#0#grc#c,991003362539703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,780216s1909####scua##########001#0#eng#d,991001840499703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,180622s1660####it#ac#########001#0#ita#d,991017299043503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,810608s1535####fr#c##########000#0bfrm#d,991009708019703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,790201s1619####it#a##########001#0dita#d,991010299029703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,940718s1506####it#a##########000#0#lat#d,991018215449803851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,951009s1495####it############000#0#lat#d,991017713246603851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,980115s1489####it#a#####b####000#0#lat#d,991001598319703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,920512s1477####sz############000#0#lat#d,991018897678103851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,871223s1590####it#a##########001#0#ita#d,991017492048103851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,880927s1660####ne#ac#########001#0#lat#d,991018641129503851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,831207s1522####sz############001#0#lat#d,991018215847803851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,840603s1555####fr#a##########000#0#frm##,991018125241103851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,060222s1514####it#ab#########000#0#lat#d,991003009039703851,In Repository,Active
 Annotations (Provenance) rbprov MMeT,791009s1640####ne############001#0#lat#d,991003016989703851,In Repository,Active

